conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,brand,kategori,clean_text,tokens,Sentiment_Score,Sentiment,clean_kmeans,Cluster,dominant_topic,topic_prob,topic_label
2068168285150130629,2026-06-20T06:09:28.000Z,0,"@ziwonist_ @ShopeeCare Hi kak ziwonist_ , maaf bikin kk resah terkait pesanan belum sampai. Krna sdg trjadi peningktan jmlh psnn, shg butuh wktu lbh utk mengirim pesanan. Untuk pengecekan lebih lanjut boleh infokan no pesanan dan username ke DM @ShopeeCare ya. Terima kasih dan aku tunggu ya ^NK",2068214630196154822,,ziwonist_,in,,0,0,0,https://x.com/ShopeeID/status/2068214630196154822,2983890506,ShopeeID,Lazada,E-Commerce,hi kak ziwonist_ maaf bikin kk resah terkait pesanan belum_sampai krna sdg trjadi peningktan jmlh psnn shg butuh wktu lbh utk mengirim pesanan untuk pengecekan lebih lanjut boleh infokan no pesanan dan username ke dm ya terima kasih dan aku tunggu ya nk,"['hi', 'kak', 'ziwonist_', 'maaf', 'bikin', 'kk', 'resah', 'terkait', 'pesanan', 'belum_sampai', 'krna', 'sdg', 'trjadi', 'peningktan', 'jmlh', 'psnn', 'shg', 'butuh', 'wktu', 'lbh', 'utk', 'mengirim', 'pesanan', 'untuk', 'pengecekan', 'lebih', 'lanjut', 'boleh', 'infokan', 'no', 'pesanan', 'dan', 'username', 'ke', 'dm', 'ya', 'terima', 'kasih', 'dan', 'aku', 'tunggu', 'ya', 'nk']",-6,Negatif,hi kak ziwonist_ maaf  kk resah terkait pesanan belum_sampai krna sdg trjadi peningktan jmlh psnn shg butuh wktu lbh utk mengirim pesanan  pengecekan  lanjut boleh infokan no pesanan  username  dm   kasih   tunggu  nk,0,,,
2068161116635893812,2026-06-20T06:07:42.000Z,0,"@ryuticc Hai kak ryuticc, maaf ya udah buat kamu resah terkait kendala yang kamu alami. Agar aku bisa bantu cek mohon infoin detail kendala ke DM media sosial shopee @Shopeecare &amp; @shopeeID  ya^XK",2068214189357982086,,ryuticc,in,,0,0,0,https://x.com/ShopeeID/status/2068214189357982086,2983890506,ShopeeID,Lazada,E-Commerce,hai kak ryuticc maaf ya udah buat kamu resah terkait kendala yang kamu alami agar aku bisa bantu cek mohon infoin detail kendala ke dm media sosial shopee amp ya xk,"['hai', 'kak', 'ryuticc', 'maaf', 'ya', 'udah', 'buat', 'kamu', 'resah', 'terkait', 'kendala', 'yang', 'kamu', 'alami', 'agar', 'aku', 'bisa', 'bantu', 'cek', 'mohon', 'infoin', 'detail', 'kendala', 'ke', 'dm', 'media', 'sosial', 'shopee', 'amp', 'ya', 'xk']",-15,Negatif,hai kak ryuticc maaf     resah terkait kendala   alami agar   bantu   infoin detail kendala  dm media sosial shopee   xk,0,,,
2057986722731036763,2026-05-23T00:47:24.000Z,144,"Baca di sini: https://t.co/kXQ4LCteqL

Jemaah haji asal Jakarta, Mohamad Firdaus (72), yang sempat dilaporkan hilang di Makkah ditemukan meninggal dunia, sementara Kementerian Haji dan Umrah RI menyampaikan belasungkawa serta mendoakan almarhum mendapat rahmat dan ampunan Allah. https://t.co/iD164LJiZ1",2057986722731036763,https://pbs.twimg.com/media/HI9vcLUaIAAz8zk.jpg,,in,,1,11,24,https://x.com/kompascom/status/2057986722731036763,23343960,kompascom,Lazada,E-Commerce,baca di sini jemaah haji asal jakarta mohamad firdaus 72 yang sempat dilaporkan hilang di makkah ditemukan meninggal dunia sementara kementerian haji dan umrah ri menyampaikan belasungkawa serta mendoakan almarhum mendapat rahmat dan ampunan allah,"['baca', 'di', 'sini', 'jemaah', 'haji', 'asal', 'jakarta', 'mohamad', 'firdaus', '72', 'yang', 'sempat', 'dilaporkan', 'hilang', 'di', 'makkah', 'ditemukan', 'meninggal', 'dunia', 'sementara', 'kementerian', 'haji', 'dan', 'umrah', 'ri', 'menyampaikan', 'belasungkawa', 'serta', 'mendoakan', 'almarhum', 'mendapat', 'rahmat', 'dan', 'ampunan', 'allah']",-10,Negatif,   jemaah haji asal  mohamad firdaus 72  sempat dilaporkan hilang  makkah ditemukan meninggal dunia sementara kementerian haji  umrah ri menyampaikan belasungkawa serta mendoakan almarhum mendapat rahmat  ampunan allah,0,,,
2023301632071725161,2026-02-16T07:41:14.000Z,59,"Jembatan Kali Pelawad atau yang dikenal sebagai jembatan Puri Beta, Ciledug, Tangerang, sudah ditambal pakai aspal nih guys!

Tapi sayangnya, jalan rusak di beberapa titik lain di Puri Beta ini masih aja ditambal pakai paving blok.

Gimana nih warga Ciledug dan sekitarnya? https://t.co/tsMM1a7E3n",2023301632071725161,https://pbs.twimg.com/amplify_video_thumb/2023301488722993152/img/0ysVhiS65GZmOyq6.jpg,,in,,0,6,20,https://x.com/kompascom/status/2023301632071725161,23343960,kompascom,Lazada,E-Commerce,jembatan kali pelawad atau yang dikenal sebagai jembatan puri beta ciledug tangerang sudah ditambal pakai aspal nih guys tapi sayangnya jalan rusak di beberapa titik lain di puri beta ini masih aja ditambal pakai paving blok gimana nih warga ciledug dan sekitarnya,"['jembatan', 'kali', 'pelawad', 'atau', 'yang', 'dikenal', 'sebagai', 'jembatan', 'puri', 'beta', 'ciledug', 'tangerang', 'sudah', 'ditambal', 'pakai', 'aspal', 'nih', 'guys', 'tapi', 'sayangnya', 'jalan', 'rusak', 'di', 'beberapa', 'titik', 'lain', 'di', 'puri', 'beta', 'ini', 'masih', 'aja', 'ditambal', 'pakai', 'paving', 'blok', 'gimana', 'nih', 'warga', 'ciledug', 'dan', 'sekitarnya']",-36,Negatif,jembatan kali pelawad   dikenal sebagai jembatan puri beta ciledug tangerang  ditambal  aspal  guys  sayangnya  rusak  beberapa titik   puri beta    ditambal  paving blok gimana   ciledug  sekitarnya,0,,,
2067942425583399082,2026-06-19T12:31:18.000Z,0,"@_alyrae Halo Sahabat, mohon maaf atas hal tersebut, saat ini pesannya telah kami respon ya, silakan menunggu informasi terbaru atas pengaduannya :) -Lani",2067948337438044440,,_alyrae,in,,0,0,0,https://x.com/PosIndonesia/status/2067948337438044440,147137991,PosIndonesia,Lazada,E-Commerce,halo sahabat mohon maaf atas hal tersebut saat ini pesannya telah kami respon ya silakan menunggu informasi terbaru atas pengaduannya lani,"['halo', 'sahabat', 'mohon', 'maaf', 'atas', 'hal', 'tersebut', 'saat', 'ini', 'pesannya', 'telah', 'kami', 'respon', 'ya', 'silakan', 'menunggu', 'informasi', 'terbaru', 'atas', 'pengaduannya', 'lani']",-11,Negatif,halo sahabat  maaf atas hal    pesannya telah kami respon  silakan menunggu informasi terbaru atas pengaduannya lani,0,,,
2066717441284083800,2026-06-16T03:00:10.000Z,3359,"💚 aman sangat membingungkan gua sbagai 0jol bingung banget kata tukang parkirnya hrus bayar kalau ga dia ngancem mau bawa bawa orang ormasss njir, lapor ke menejemennya juga lelet keburu orderan telat nanti diperpanjang https://t.co/c47CVAi5VP",2066717441284083800,https://pbs.twimg.com/media/HK50j5PWIAACgh7.jpg,,in,,35,102,132,https://x.com/tanyarlfes/status/2066717441284083800,1371650588,tanyarlfes,Lazada,E-Commerce,green_heart aman sangat membingungkan gua sbagai 0jol bingung banget kata tukang parkirnya hrus bayar kalau tidak_dia ngancem mau bawa bawa orang ormass njir lapor ke menejemennya juga lelet keburu orderan telat nanti diperpanjang,"['green_heart', 'aman', 'sangat', 'membingungkan', 'gua', 'sbagai', '0jol', 'bingung', 'banget', 'kata', 'tukang', 'parkirnya', 'hrus', 'bayar', 'kalau', 'tidak_dia', 'ngancem', 'mau', 'bawa', 'bawa', 'orang', 'ormass', 'njir', 'lapor', 'ke', 'menejemennya', 'juga', 'lelet', 'keburu', 'orderan', 'telat', 'nanti', 'diperpanjang']",-36,Negatif,green_heart aman sangat membingungkan gua sbagai 0jol bingung  kata tukang parkirnya hrus bayar  tidak_dia ngancem  bawa bawa  ormass njir lapor  menejemennya  lelet keburu orderan telat nanti diperpanjang,0,,,
1892480107778060670,2025-02-20T07:43:12.000Z,2682,"Band Sukatani minta maaf ke Kapolri dan institusi kepolisian karena membuat lagu ""Bayar Bayar Bayar"".

Dalam lagu itu, Sukatani menyindir ulah oknum polisi yang meminta uang kepada warga. ""Lapor barang hilang bayar polisi,"" tulis Sukatani dalam salah satu lirik lagu itu. 

` https://t.co/NgyMPNs1pa",1892480107778060670,https://pbs.twimg.com/media/GkNwNTNbUAIGNLu.jpg,,in,,162,558,848,https://x.com/kompascom/status/1892480107778060670,23343960,kompascom,Lazada,E-Commerce,band sukatani minta maaf ke kapolri dan institusi kepolisian karena membuat lagu bayar bayar bayar dalam lagu itu sukatani menyindir ulah oknum polisi yang meminta uang kepada warga lapor barang hilang bayar polisi tulis sukatani dalam salah satu lirik lagu itu,"['band', 'sukatani', 'minta', 'maaf', 'ke', 'kapolri', 'dan', 'institusi', 'kepolisian', 'karena', 'membuat', 'lagu', 'bayar', 'bayar', 'bayar', 'dalam', 'lagu', 'itu', 'sukatani', 'menyindir', 'ulah', 'oknum', 'polisi', 'yang', 'meminta', 'uang', 'kepada', 'warga', 'lapor', 'barang', 'hilang', 'bayar', 'polisi', 'tulis', 'sukatani', 'dalam', 'salah', 'satu', 'lirik', 'lagu', 'itu']",-30,Negatif,band sukatani minta maaf  kapolri  institusi kepolisian  membuat lagu bayar bayar bayar  lagu  sukatani menyindir ulah oknum polisi  meminta uang kepada  lapor barang hilang bayar polisi tulis sukatani    lirik lagu ,0,,,
2067504454228992104,2026-06-18T15:12:28.000Z,0,"@bierusky kak mau tanya, ini kamu ada pengembalian dana gak dari lazadanya? apakah sudah dikembalikan dananya? pesananku hilang juga tapi beda ekspedisi dan barang",2067626507217084493,,bierusky,in,,0,1,0,https://x.com/mungilinium/status/2067626507217084493,532193609,mungilinium,Lazada,E-Commerce,kak mau tanya ini kamu ada pengembalian dana tidak_dari lazadanya apakah sudah dikembalikan dananya pesananku hilang juga tapi beda ekspedisi dan barang,"['kak', 'mau', 'tanya', 'ini', 'kamu', 'ada', 'pengembalian', 'dana', 'tidak_dari', 'lazadanya', 'apakah', 'sudah', 'dikembalikan', 'dananya', 'pesananku', 'hilang', 'juga', 'tapi', 'beda', 'ekspedisi', 'dan', 'barang']",-10,Negatif,kak  tanya    pengembalian dana tidak_dari lazadanya apakah  dikembalikan dananya pesananku hilang   beda ekspedisi  barang,0,2.0,0.8954882505677252,"Topik 2: paket, kirim, hilang, diskon, ekspedisi"
2041847694122238451,2026-04-08T11:56:40.000Z,48,"Laporan Axios menyebut Mojtaba Khamenei menjadi kunci percepatan kesepakatan Iran dengan memberikan instruksi langsung kepada delegasi. Untuk menghindari serangan Israel, ia mengarahkan negosiasi selama dua hari secara rahasia melalui pesan tertulis via kurir.

Baca di sini: https://t.co/0xUlyTkzr1",2041847694122238451,https://pbs.twimg.com/media/HFYZdlHaIAA2sLT.jpg,,in,,0,2,6,https://x.com/kompascom/status/2041847694122238451,23343960,kompascom,Lazada,E-Commerce,laporan axios menyebut mojtaba khamenei menjadi kunci percepatan kesepakatan iran dengan memberikan instruksi langsung kepada delegasi untuk menghindari serangan israel ia mengarahkan negosiasi selama dua hari secara rahasia melalui pesan tertulis via kurir baca di sini,"['laporan', 'axios', 'menyebut', 'mojtaba', 'khamenei', 'menjadi', 'kunci', 'percepatan', 'kesepakatan', 'iran', 'dengan', 'memberikan', 'instruksi', 'langsung', 'kepada', 'delegasi', 'untuk', 'menghindari', 'serangan', 'israel', 'ia', 'mengarahkan', 'negosiasi', 'selama', 'dua', 'hari', 'secara', 'rahasia', 'melalui', 'pesan', 'tertulis', 'via', 'kurir', 'baca', 'di', 'sini']",-11,Negatif,laporan axios menyebut mojtaba khamenei menjadi kunci percepatan kesepakatan iran  memberikan instruksi  kepada delegasi  menghindari serangan israel ia mengarahkan negosiasi selama dua  secara rahasia melalui pesan tertulis  kurir   ,0,,,
2067580436805734866,2026-06-18T12:09:24.000Z,0,"Nomor SPX Express (Customer Service)

0813-1289-1849

0812-2700-88

WhatsApp SPX Express Aktif Hubungi sekarang untuk:

Cek resi SPX Express terbaru

Komplain paket Shopee Express

Info keterlambatan pengiriman

Layanan pelanggan SPX 24 jam https://t.co/HvjLUU8St1",2067580436805734866,https://pbs.twimg.com/media/HLGFPjLaQAAy1zy.jpg,,in,,0,0,0,https://x.com/Shopee__express/status/2067580436805734866,1939973739275231232,Shopee__express,Lazada,E-Commerce,nomor shopee_express express customer service 0813 1289 1849 0812 2700 88 whatsapp shopee_express express aktif hubungi sekarang untuk cek resi shopee_express express terbaru komplain paket shopee_express info keterlambatan pengiriman layanan pelanggan shopee_express 24 jam,"['nomor', 'shopee_express', 'express', 'customer', 'service', '0813', '1289', '1849', '0812', '2700', '88', 'whatsapp', 'shopee_express', 'express', 'aktif', 'hubungi', 'sekarang', 'untuk', 'cek', 'resi', 'shopee_express', 'express', 'terbaru', 'komplain', 'paket', 'shopee_express', 'info', 'keterlambatan', 'pengiriman', 'layanan', 'pelanggan', 'shopee_express', '24', 'jam']",0,Netral,nomor shopee_express  customer service 0813 1289 1849 0812 2700 88 whatsapp shopee_express  aktif hubungi sekarang   resi shopee_express  terbaru komplain paket shopee_express info keterlambatan pengiriman layanan pelanggan shopee_express 24 jam,0,,,
2068204760709402627,2026-06-20T05:44:43.000Z,0,"@kurcanci Kereeeen 👏

Kalau saya dibatasi max 7.

Misal udah ada 7 TBR, langsung aktifin mode Books Buying Ban kaya saat ini 

Meski sebenarnya gatel banget karena Lazada diskon 30% (⁠╥⁠﹏⁠╥⁠)",2068208402313183703,,kurcanci,in,,0,0,0,https://x.com/Ichafaaizah/status/2068208402313183703,996568549,Ichafaaizah,Lazada,E-Commerce,kereen clapping_hands kalau saya dibatasi max 7 misal udah ada 7 tbr langsung aktifin mode books buying ban kaya saat ini meski sebenarnya gatel banget karena lazada diskon 30,"['kereen', 'clapping_hands', 'kalau', 'saya', 'dibatasi', 'max', 'misal', 'udah', 'ada', 'tbr', 'langsung', 'aktifin', 'mode', 'books', 'buying', 'ban', 'kaya', 'saat', 'ini', 'meski', 'sebenarnya', 'gatel', 'banget', 'karena', 'lazada', 'diskon', '30']",-7,Negatif,kereen clapping_hands   dibatasi max 7 misal   7 tbr  aktifin mode books buying ban kaya   meski sebenarnya gatel    diskon 30,0,2.0,0.8171248534436314,"Topik 2: paket, kirim, hilang, diskon, ekspedisi"
2054371587286262116,2026-05-13T01:22:09.000Z,2760,"Baca di sini: https://t.co/4vdJHffiGS

Seorang pengusaha petshop di Surabaya menggugat J&amp;T Cargo setelah isi paketnya diduga sengaja diganti dengan pasir dan kerikil oleh oknum kurir. Anton Endrayana terpaksa menempuh jalur hukum karena mengalami kerugian besar akibat kejadian https://t.co/E2mix96BH6",2054371587286262116,https://pbs.twimg.com/media/HIKXv5DboAAtwZ1.jpg,,in,,60,111,703,https://x.com/kompascom/status/2054371587286262116,23343960,kompascom,Lazada,E-Commerce,baca di sini seorang pengusaha petshop di surabaya menggugat j amp t cargo setelah isi paket diduga sengaja diganti dengan pasir dan kerikil oleh oknum kurir anton endrayana terpaksa menempuh jalur hukum karena mengalami kerugian besar akibat kejadian,"['baca', 'di', 'sini', 'seorang', 'pengusaha', 'petshop', 'di', 'surabaya', 'menggugat', 'amp', 'cargo', 'setelah', 'isi', 'paket', 'diduga', 'sengaja', 'diganti', 'dengan', 'pasir', 'dan', 'kerikil', 'oleh', 'oknum', 'kurir', 'anton', 'endrayana', 'terpaksa', 'menempuh', 'jalur', 'hukum', 'karena', 'mengalami', 'kerugian', 'besar', 'akibat', 'kejadian']",-40,Negatif,    pengusaha petshop  surabaya menggugat    cargo  isi paket diduga sengaja diganti  pasir  kerikil oleh oknum kurir anton endrayana terpaksa menempuh jalur hukum  mengalami kerugian besar akibat kejadian,2,,,
1950000858848252197,2025-07-29T01:10:08.000Z,61,"Massa Rusak Rumah Doa, SETARA: Pemerintah Jangan Diam Lihat Intoleransi

Baca di https://t.co/HoxJ1teDft https://t.co/1WnWQ6SvDW",1950000858848252197,https://pbs.twimg.com/media/Gw_LYE4a0AE2b3f.jpg,,in,,3,9,27,https://x.com/kompascom/status/1950000858848252197,23343960,kompascom,Lazada,E-Commerce,massa rusak rumah doa setara pemerintah jangan diam lihat intoleransi baca di,"['massa', 'rusak', 'rumah', 'doa', 'setara', 'pemerintah', 'jangan', 'diam', 'lihat', 'intoleransi', 'baca', 'di']",-7,Negatif,massa rusak  doa setara pemerintah  diam lihat intoleransi  ,0,,,
2066750329736364170,2026-06-16T05:10:51.000Z,3509,"""tapi sikapnya berubah selamanya""

iya juga ya, kalian pernah kecewa sampe gini ga? https://t.co/eebrKSVA7N",2066750329736364170,https://pbs.twimg.com/media/HK6Sd1Ua0AAsg9O.jpg,,in,,56,265,971,https://x.com/anggarasamvdr/status/2066750329736364170,1500066392145801218,anggarasamvdr,Lazada,E-Commerce,tapi sikapnya berubah selamanya iya juga ya kalian pernah kecewa sampai gini tidak,"['tapi', 'sikapnya', 'berubah', 'selamanya', 'iya', 'juga', 'ya', 'kalian', 'pernah', 'kecewa', 'sampai', 'gini', 'tidak']",-5,Negatif, sikapnya berubah selamanya iya    pernah kecewa   tidak,0,,,
